 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort

[    0    0.000            2000               1         -0.0476;
   470    2.913            2000            1978          1.8529;
   471    2.919            2000            1978          1.8529;
   472    2.925            2000            1978          1.8535;
   473    2.932            2000            1979          1.8535;
   474    2.938            2000            1979          1.8535;
   475    2.944            2000            1979          1.8541;
   476    2.950            2000            1979          1.8541;
   477    2.956            2000            1980          1.8541;
   478    2.963            2000            1980          1.8547;
   479    2.969            2000            1980          1.8547;
   480    2.975            2000            1980          1.8547;
   481    2.981            2000            1980          1.8547;
   482    2.987            2000            1981          1.8553;
   483    2.994            2000            1981          1.8553;
   484    3.000            2000            1981          1.8553;
   485    3.006            2000            1981          1.8559;
   486    3.012            2000            1981          1.8559;
   487    3.018            2000            1981          1.8559;
   488    3.025            2000            1982          1.8559;
   489    3.031            2000            1982          1.8565;
   490    3.037            2000            1982          1.8565;
   491    3.043            2000            1982          1.8565;
   492    3.049            2000            1982          1.8565;
   493    3.056            2000            1982          1.8571;
   494    3.062            2000            1982          1.8571;
   495    3.068            2000            1983          1.8571;
   496    3.074            2000            1983          1.8571;
   497    3.080            2000            1983          1.8578;
   498    3.087            2000            1983          1.8578;
   499    3.093            2000            1983          1.8578;
   500    3.099            2000            1983          1.8578;
   501    3.105            2000            1984          1.8584;
   502    3.111            2000            1984          1.8584;
   503    3.118            2000            1984          1.8584;
   504    3.124            2000            1984          1.8584;
   505    3.130            2000            1984          1.8590;
   506    3.136            2000            1984          1.8590;
   507    3.142            2000            1984          1.8590;
   508    3.149            2000            1985          1.8590;
   509    3.155            2000            1985          1.8596;
   510    3.161            2000            1985          1.8596;
   511    3.167            2000            1985          1.8596;
   512    3.173            2000            1985          1.8596;
   513    3.180            2000            1985          1.8596;
   514    3.186            2000            1986          1.8602;
   515    3.192            2000            1986          1.8602;
   516    3.198            2000            1986          1.8602;
   517    3.204            2000            1986          1.8602;
   518    3.211            2000            1986          1.8602;
   519    3.217            2000            1986          1.8608;
   520    3.223            2000            1987          1.8608;
   521    3.229            2000            1987          1.8608;
   522    3.235            2000            1987          1.8608;
   523    3.242            2000            1987          1.8608;
   524    3.248            2000            1987          1.8614;
   525    3.254            2000            1987          1.8614;
   526    3.260            2000            1987          1.8614;
   527    3.266            2000            1988          1.8614;
   528    3.273            2000            1988          1.8614;
   529    3.279            2000            1988          1.8614;
   530    3.285            2000            1988          1.8620;
   531    3.291            2000            1988          1.8620;
   532    3.297            2000            1989          1.8620;
   533    3.303            2000            1989          1.8620;
   534    3.310            2000            1989          1.8620;
   535    3.316            2000            1989          1.8620;
   536    3.322            2000            1989          1.8626;
   537    3.328            2000            1990          1.8626;
   538    3.334            2000            1990          1.8626;
   539    3.341            2000            1990          1.8626;
   540    3.347            2000            1990          1.8626;
   541    3.353            2000            1990          1.8626;
   542    3.359            2000            1991          1.8626;
   543    3.365            2000            1991          1.8626;
   544    3.372            2000            1991          1.8626;
   545    3.378            2000            1991          1.8632;
   546    3.384            2000            1992          1.8632;
   547    3.390            2000            1992          1.8632;
   548    3.396            2000            1992          1.8632;
   549    3.403            2000            1993          1.8632;
   550    3.409            2000            1993          1.8632;
   551    3.415            2000            1993          1.8632;
   552    3.421            2000            1994          1.8632;
   553    3.427            2000            1994          1.8632;
   554    3.434            2000            1994          1.8632;
   555    3.440            2000            1995          1.8632;
   556    3.446            2000            1995          1.8632;
   557    3.452            2000            1995          1.8632;
   558    3.458            2000            1995          1.8632;
   559    3.465            2000            1995          1.8632;
   560    3.471            2000            1996          1.8632;
   561    3.477            2000            1996          1.8632;
